Country;Artist;Song;Language;Pl.;Year;sentiment_score;index_col;track.id_x
Switzerland;véronique müller;c'est la chanson de mon amour;French;8.0;1972;6.143333333333333;245;
Malta;helen & joseph;l-imħabba;Maltese (It./Sp./Germ./Engl.);18.0;1972;6.203076923076923;246;3lPcK9X0uudmYsz0dvshWo
Finland;päivi paunu & kim floor;muistathan;Finnish;12.0;1972;6.479062499999999;247;6FZlbimmDKDB1IZfQVHsU6
Austria;milestones;falter im wind;German;5.0;1972;6.105714285714284;248;
Italy;nicola di bari;i giorni dell'arcobaleno;Italian;6.0;1972;6.698918918918918;249;3TbIQKOSMm8kvoRdyHRTsf
Yugoslavia;tereza kesovija;muzika i ti;Croatian;9.0;1972;6.891304347826087;250;7uCmv97f8KUrWPbAyMJ0Yb
Sweden;family four;härliga sommardag;Swedish;13.0;1972;6.699285714285714;251;7k2hvWTTXotDZuGc6U0vUp
Monaco;anne-marie godart & peter mclane;comme on s'aime;French;16.0;1972;6.458399999999999;252;
Belgium;serge & christine ghisoland;à la folie ou pas du tout;French;17.0;1972;5.017931034482758;253;
Luxembourg;vicky leandros;après toi;French;1.0;1972;6.445384615384615;254;1HLegA4MSL8HYheQaZLefi
Netherlands;sandra & andres;als het om de liefde gaat;Dutch;4.0;1972;6.043157894736844;255;0ehNTBTIg4yPF0gwSSUqVM
Finland;marion rung;tom tom tom;English;6.0;1973;-1.0;256;
Belgium;nicole & hugo;baby, baby;Dutch (English/ Spanish/French);17.0;1973;5.825499999999999;257;75q4hNmCfxcPtCHiS05BTs
Portugal;fernando tordo;tourada;Portuguese;10.0;1973;5.611764705882353;258;
Germany;gitte;junger tag;German;8.0;1973;6.073103448275861;259;
Norway;bendik singers;it's just a game;English/French (10 other);7.0;1973;6.1899999999999995;260;
Monaco;marie;un train qui part;French;8.0;1973;6.240952380952381;261;
Spain;mocedades;eres tú;Spanish;2.0;1973;6.749130434782609;262;
Switzerland;patrick juvet;je vais me marier, marie;French;12.0;1973;6.428421052631578;263;55h2tujKvN97CjCM12bJFs
Yugoslavia;zdravko čolić;gori vatra;Serbian;15.0;1973;6.301538461538461;264;6jy8sZcvlXJwClG6pof8XO
Italy;massimo ranieri;chi sarà con te;Italian;13.0;1973;6.250416666666666;265;5yyEIHirG13Ya2rcBvIpC5
Luxembourg;anne-marie david;tu te reconnaîtras;French;1.0;1973;6.013846153846154;266;3682WlWtLmx44QNpB6Py4X
Sweden;nova feat. the dolls;you're summer;English;5.0;1973;5.711818181818182;267;
Netherlands;ben cramer;de oude muzikant;Dutch;14.0;1973;5.8264;268;
Ireland;maxi;do i dream;English;10.0;1973;6.914399999999998;269;
United Kingdom;cliff richard;power to all our friends;English;3.0;1973;6.637333333333332;270;4oJxJpFIGUHlX6limr6rH1
France;martine clémenceau;sans toi;French;15.0;1973;6.015263157894736;271;
Israel;ilanit;ey sham;Hebrew;4.0;1973;6.678695652173913;272;24X5p8vLnz6oOcnSvWMmJb
Finland;carita;keep me warm;English;13.0;1974;6.208181818181819;273;0cbu5MYasSL3Vb9kxLy6iw
United Kingdom;olivia newton-john;long live love;English;4.0;1974;6.901034482758621;274;5ykcRhxyCDCVeeJbIBVJaD
Spain;peret;canta y sé feliz;Spanish;9.0;1974;6.179655172413792;275;4xuQ7KieQmHXiYdh965WQR
Norway;anne-karine strøm feat. bendik singers;the first day of love;English;14.0;1974;6.4925;276;
Greece;marinella;krasi, thalassa ke t' agori mou;Greek;11.0;1974;6.230434782608696;277;0pvtrFkx4j5VbxnNBHmuzE
Israel;poogy;natati la khayay;Hebrew;7.0;1974;6.086250000000001;278;
Yugoslavia;korni grupa;moja generacija  );Serbian;12.0;1974;5.926923076923076;279;
Sweden;abba;waterloo;English;1.0;1974;5.779000000000001;280;3Dy4REq8O09IlgiwuHQ3sk
Luxembourg;ireen sheer;bye bye i love you;French (English);4.0;1974;5.904285714285714;281;2I7hy5cxU00CTV3H526Cnc
Monaco;romuald;celui qui reste et celui qui s'en va;French;4.0;1974;5.096153846153846;282;
Belgium;jacques hustin;fleur de liberté;French;9.0;1974;5.913333333333333;283;
Netherlands;mouth & macneal;i see a star;English;3.0;1974;6.237692307692308;284;7qsXX1PCCCsGusfjU7gTFu
Ireland;tina reynolds;cross your heart;English;7.0;1974;5.531666666666666;285;
Germany;cindy & bert;die sommermelodie;German;14.0;1974;6.27;286;
Switzerland;piera martell;mein ruf nach dir;German;14.0;1974;6.207142857142856;287;
Portugal;paulo de carvalho;e depois do adeus;Portuguese;14.0;1974;5.042758620689656;288;
Italy;gigliola cinquetti;sì;Italian;2.0;1974;5.92625;289;
Netherlands;teach-in;ding-a-dong;English;1.0;1975;6.201904761904761;290;2dZ5FvhW12NB8mQPhdBu7U
Ireland;the swarbriggs;that's what friends are for;English;9.0;1975;6.201818181818182;291;1rz4rSUxJmeIF4CuYarTnp
France;nicole rieu;et bonjour à toi l'artiste;French;4.0;1975;6.575;292;
Germany;joy fleming;ein lied kann eine brücke sein;German/English;17.0;1975;6.332592592592591;293;
Luxembourg;geraldine;toi;French;5.0;1975;5.976190476190475;294;
Norway;ellen nikolaysen;touch my life;English;18.0;1975;6.642666666666668;295;
Switzerland;simone drexel;mikado;German;6.0;1975;5.958181818181819;296;
Yugoslavia;pepel in kri;dan ljubezni;Slovene;13.0;1975;6.174117647058824;297;
United Kingdom;the shadows;let me be the one;English;2.0;1975;6.5;298;6gZvvkOUTl33NDsbi3lzKr
Malta;renato;singing this song;English;12.0;1975;6.046363636363636;299;
Belgium;ann christy;gelukkig zijn;Dutch/English;15.0;1975;6.385000000000001;300;
Israel;shlomo artzi;at ve'ani;Hebrew;11.0;1975;6.753333333333334;301;4Zj8BDuffWpOD3vauIKbL9
Turkey;semiha yankı;seninle bir dakika;Turkish;19.0;1975;6.046153846153847;302;371nNwFetX7GVB7Po7Z1nu
Monaco;sophie;une chanson c'est une lettre;French;13.0;1975;5.785357142857143;303;
Finland;pihasoittajat;old man fiddle;English;7.0;1975;6.517857142857143;304;
Portugal;duarte mendes;madrugada;Portuguese;16.0;1975;5.7286363636363635;305;
Spain;sergio & estíbaliz;tú volverás;Spanish;10.0;1975;6.329047619047621;306;
Sweden;lasse berghagen feat. the dolls;jennie, jennie;English;8.0;1975;5.604230769230771;307;
Italy;wess & dori ghezzi;era;Italian;3.0;1975;6.652222222222223;308;6rOWvMzDHtOUabr8TsDVrh
United Kingdom;brotherhood of man;save your kisses for me;English;1.0;1976;5.862727272727272;309;6SLwazNlnXu3cwn9sYhRZd
Switzerland;peter, sue & marc;djambo, djambo;English;4.0;1976;4.616;310;47F73dkUQMKOl77Zs68pxk
Germany;les humphries singers;sing sang song;German (title English);15.0;1976;6.319999999999999;311;
Israel;chocolate, menta, mastik;emor shalom;Hebrew;6.0;1976;5.807999999999999;312;7kt7xeSBdn1oHTXHR0BDAX
Luxembourg;jürgen marcus;chansons pour ceux qui s'aiment;French;14.0;1976;6.328620689655175;313;
Belgium;pierre rapsat;judy et cie;French;8.0;1976;5.9874074074074075;314;73T2aSDbeMFuIN8CvDKCrg
Ireland;red hurley;when;English;10.0;1976;6.325862068965517;315;4wET5q7KgpBaIuKbmDhsGd
Netherlands;sandra reemer;the party's over;English;9.0;1976;5.7926315789473675;316;1s6mjTBYl8qftJ2NQ3qjjr
Norway;anne-karine strøm;mata hari;English;18.0;1976;5.736749999999999;317;
Greece;mariza koch;panagia mou, panagia mou;Greek;13.0;1976;5.808181818181818;318;3lcgn8yJcOPZtBpAnLe5ck
Finland;fredi  & ystävät;pump-pump;English;11.0;1976;6.268749999999997;319;
Spain;braulio;sobran las palabras;Spanish;16.0;1976;5.776521739130434;320;1QOgYW9oq5r6evWA2A4s6a
Italy;al bano & romina power;we'll live it all again;English/Italian;7.0;1976;6.484166666666664;321;
Austria;waterloo & robinson;my little world;English;5.0;1976;7.073333333333334;322;
Portugal;carlos do carmo;uma flor de verde pinho;Portuguese;12.0;1976;6.7027777777777775;323;5JiA2uIWtLG9voMZLNpg4Q
Monaco;mary christy;toi, la musique et moi;French;3.0;1976;6.194482758620689;324;
France;catherine ferry;un, deux, trois;French;2.0;1976;7.003809523809524;325;4AFbTE63GLKZyZv96eNmYK
Yugoslavia;ambasadori;ne mogu skriti svoju bol;Bosnian;17.0;1976;5.2875;326;
Ireland;the swarbriggs  plus two;it's nice to be in love again;English;3.0;1977;6.376956521739131;327;
Monaco;michèle torr;une petite française;French;4.0;1977;6.498260869565217;328;4OMWFiBrBlA11tnJmNhi7y
Netherlands;heddy lester;de mallemolen;Dutch;12.0;1977;5.286666666666667;329;
Austria;schmetterlinge;boom boom boomerang;German (English);17.0;1977;6.8599999999999985;330;
Norway;anita skorgan;casanova;Norwegian;14.0;1977;6.514545454545453;331;0MOgrbohfnHA8ISdeveRf5
Germany;silver convention;telegram;English;8.0;1977;5.166666666666666;332;4HBsgS38VpcA6wKhY0N2T5
Luxembourg;anne-marie b;frère jacques;French;16.0;1977;5.831176470588235;333;
Portugal;os amigos;portugal no coração;Portuguese;14.0;1977;6.250967741935484;334;
United Kingdom;lynsey de paul & mike moran;rock bottom;English;2.0;1977;6.35375;335;
Greece;pascalis, marianna, robert & bessy;mathima solfege;Greek;5.0;1977;6.978181818181818;336;1doo7ACq8ezziRNm3628ZQ
Israel;ilanit;ahava hi shir lishnayim;Hebrew;11.0;1977;5.916470588235294;337;6XTFPBCx1F8q9V2CgXnUWO
Switzerland;pepe lienhard band;swiss lady;German (title English);6.0;1977;6.564666666666665;338;0832pCssQRETuqoNPLOtpO
Sweden;forbes;beatles;Swedish;18.0;1977;6.46086956521739;339;1LiPcvWAEMC4AMUnHDbppP
Spain;micky;enséñame a cantar;Spanish;9.0;1977;5.898421052631579;340;
Italy;mia martini;libera;Italian;13.0;1977;6.362727272727271;341;
Finland;monica aspelund;lapponia;Finnish (title Latin);10.0;1977;6.2875;342;7r7Ak8Wova5GnojbGS3whz
Belgium;dream express;a million in one, two, three;English;7.0;1977;6.172727272727273;343;
France;marie myriam;l'oiseau et l'enfant;French;1.0;1977;6.493636363636363;344;7Hy0CZtFcREucLDXB5jp6m
Ireland;colm c. t. wilkinson;born to sing;English;5.0;1978;5.688333333333333;345;
Norway;jahn teigen;mil etter mil;Norwegian;20.0;1978;6.271428571428572;346;1CN16UGl4UCzZPMHpHreBT
Italy;ricchi e poveri;questo amore;Italian;12.0;1978;5.80074074074074;347;
Finland;seija simola;anna rakkaudelle tilaisuus;Finnish;18.0;1978;6.406666666666665;348;3Nwl6LId5B91SBnVD1T6wL
Portugal;gemini;dai li dou;Portuguese;17.0;1978;5.867272727272726;349;0S4JSfIH0bJm1cmhIWzilN
France;joël prévost;il y aura toujours des violons;French;3.0;1978;6.8864;350;
Spain;josé vélez;bailemos un vals;Spanish (French);9.0;1978;5.481538461538462;351;07HHIWiizlox1aoaxscHoj
United Kingdom;co-co;the bad old days;English;11.0;1978;5.6496;352;
Switzerland;carole vinci;vivre;French;9.0;1978;6.854193548387096;353;
Belgium;jean vallée;l'amour ça fait chanter la vie;French;2.0;1978;6.749230769230769;354;
Netherlands;harmony;'t is ok;Dutch;13.0;1978;5.752592592592594;355;3JBrKbxPMtlm6pU6hNfNHs
Turkey;nilüfer & nazar;sevince;Turkish;18.0;1978;5.123636363636363;356;4mM9ebjsZsBGRlPbXzrlRx
Germany;ireen sheer;feuer;German;6.0;1978;5.316190476190475;357;2I7hy5cxU00CTV3H526Cnc
Monaco;caline & olivier toussaint;les jardins de monaco;French;4.0;1978;6.201923076923076;358;
Greece;tania tsanaklidou;charlie chaplin;Greek;8.0;1978;6.051851851851853;359;2BcjzwGE9Nwoqe6rqplYxD
Denmark;mabel;boom boom;Danish;16.0;1978;5.626666666666666;360;5AlWrUcJpzbp7cw35uMz9u
Luxembourg;baccara;parlez-vous français?;French;7.0;1978;6.190399999999999;361;
Israel;izhar cohen & alphabeta;a-ba-ni-bi;Hebrew;1.0;1978;6.42;362;4nErrjZlKRYk9n6XaVnaf3
Austria;springtime;mrs. caroline robinson;German (title English);15.0;1978;6.028148148148148;363;
Sweden;björn skifs;det blir alltid värre framåt natten;Swedish;14.0;1978;6.050370370370371;364;21Ko7CH62N6s0sq2nfttv2
Portugal;manuela bravo;sobe, sobe, balão sobe;Portuguese;9.0;1979;6.249999999999999;365;6aa2qMVf8S5cdRIzJjTGhN
Italy;matia bazar;raggio di luna;Italian;15.0;1979;5.9817142857142835;366;
Denmark;tommy seebach;disco tango;Danish;6.0;1979;6.223333333333333;367;2MAkCIBZ4441WW9ISgg5GJ
Ireland;cathal dunne;happy man;English;5.0;1979;6.824166666666667;368;
Finland;katri helena;katson sineen taivaan;Finnish;14.0;1979;6.083571428571426;369;3072xUsv1Rv7TzyurcId7P
Monaco;laurent vaguener;notre vie c'est la musique;French;16.0;1979;6.573125;370;
Greece;elpida;sokrati;Greek;8.0;1979;6.078636363636364;371;
Switzerland;peter, sue & marc  & pfuri, gorps & kniri;trödler und co.;German;10.0;1979;6.63148148148148;372;5HW3cbxWJvQtrWTNO41pdk
Germany;dschinghis khan;dschinghis khan;German;4.0;1979;5.897600000000001;373;0ksebE6LrZocf2L5f4N1q7
Israel;milk and honey;hallelujah;Hebrew;1.0;1979;6.759285714285714;374;
France;anne-marie david;je suis l'enfant soleil;French;3.0;1979;6.432564102564101;375;1wRcHQKY0ixdLGoUMD0p0u
Belgium;micha marah;hey nana;Dutch;18.0;1979;6.044999999999999;376;
Luxembourg;jeane manson;j'ai déjà vu ça dans tes yeux;French;13.0;1979;6.457600000000001;377;
Netherlands;xandra;colorado;Dutch;12.0;1979;6.340799999999999;378;
Sweden;ted gärdestad;satellit;Swedish;17.0;1979;6.379130434782609;379;
Norway;anita skorgan;oliver;Norwegian;11.0;1979;5.989473684210526;380;0MOgrbohfnHA8ISdeveRf5
United Kingdom;black lace;mary ann;English;7.0;1979;5.754117647058822;381;
Austria;christina simon;heute in jerusalem;German;18.0;1979;5.918888888888889;382;
Spain;betty missiego;su canción;Spanish;2.0;1979;6.316363636363635;383;2YDMHFV05yjkhAbh2gDm6B
Austria;blue danube;du bist musik;German;8.0;1980;7.2037499999999985;384;
Turkey;ajda pekkan;pet'r oil;Turkish;15.0;1980;5.926875;385;1Rz8ryyjIkIMeyzye8V1Fa
Greece;anna vissi & epikouri;autostop;Greek;13.0;1980;6.627272727272728;386;
Luxembourg;sophie & magaly;papa pingouin;French;9.0;1980;6.130465116279069;387;
Morocco;samira said;bitaqat hub;Arabic;18.0;1980;6.199230769230768;388;
Italy;alan sorrenti;non so che darei;Italian;6.0;1980;5.838421052631579;389;
Denmark;bamses venner;tænker altid på dig;Danish;14.0;1980;6.455555555555555;390;77bJ9T7hCDYGsgVG5XeFKU
Sweden;tomas ledin;just nu!;Swedish;10.0;1980;6.41625;391;4162ukGloFryXqeHM4y4Ha
Switzerland;paola del medico;cinéma;French;4.0;1980;6.805000000000001;392;
Finland;vesa-matti loiri;huilumies;Finnish;19.0;1980;6.131891891891891;393;1vn2Z9gR5oeCi8zkOcX2uu
Norway;sverre kjelsberg & mattis hætta;sámiid ædnan;Norwegian (title Sami);16.0;1980;6.132727272727274;394;
Germany;katja ebstein;theater;German;2.0;1980;5.9128124999999985;395;0AwEdicbbKKAoB7ft7pJWI
United Kingdom;prima donna;love enough for two;English;3.0;1980;6.513076923076923;396;1Nf5PDrf70crJRC8UwJKbi
Portugal;josé cid;um grande, grande amor;Portuguese (It./Fr./Germ./Engl.);7.0;1980;6.613333333333332;397;4J3TVPuP3xDwhYAcRQV4O8
Netherlands;maggie macneal;amsterdam;Dutch;5.0;1980;6.0299999999999985;398;7dkFyi09gregrhiEZWSkr4
France;profil;hé, hé, m'sieurs dames;French;11.0;1980;6.486666666666666;399;
Ireland;johnny logan;what's another year;English;1.0;1980;3.5511111111111116;400;51hipIpHYmj2Qh2tyQ32h6
Spain;trigo limpio;quédate esta noche;Spanish;12.0;1980;5.8922222222222205;401;5hijfO71dmiQXCSRRMuJ3j
Belgium;telex;euro-vision;French;17.0;1980;6.024399999999999;402;0myHEpMRupkIiaOklZqKAY
Austria;marty brem;wenn du da bist;German;17.0;1981;5.6692307692307695;403;
Turkey;modern folk üçlüsü & ayşegül;dönme dolap;Turkish;18.0;1981;6.623157894736842;404;15HsrhynZIAf1XWuDcCNCy
Germany;lena valaitis;johnny blue;German;2.0;1981;5.981499999999999;405;5e6KfjLDK12b19zGnHaDf4
Luxembourg;jean-claude pascal;c'est peut-être pas l'amérique;French;11.0;1981;6.223478260869564;406;
Israel;hakol over habibi;halayla;Hebrew;7.0;1981;5.615555555555556;407;
Denmark;tommy seebach  & debbie cameron;krøller eller ej;Danish;11.0;1981;6.35263157894737;408;5rDi5BjkxCWBAQzRfo0Ooq
Yugoslavia;vajta;lejla;Bosnian;15.0;1981;6.88470588235294;409;3GJmkxjYNji7BhKRjb1py6
Finland;riki sorsa;reggae ok;Finnish (title English);16.0;1981;5.988333333333333;410;
France;jean gabilou;humanahum;French (title Latin);3.0;1981;6.603571428571428;411;
Spain;bacchelli;y sólo tú;Spanish;14.0;1981;6.4392000000000005;412;
Netherlands;linda williams;het is een wonder;Dutch;9.0;1981;6.566129032258064;413;
Ireland;sheeba;horoscopes;English;5.0;1981;5.7236;414;1dqKwHVYD0NFiHtBspL9bw
Norway;finn kalvik;aldri i livet;Norwegian;20.0;1981;6.001;415;
United Kingdom;bucks fizz;making your mind up;English;1.0;1981;6.285714285714286;416;0Azn2vpP3Sbs8qAG8e1KUc
Portugal;carlos paião;playback;Portuguese (title English);18.0;1981;5.890384615384614;417;5gOC8eCTLI9DGb7C2tdLWo
Belgium;emly starr;samson;Dutch;13.0;1981;6.567619047619047;418;
Greece;yiannis dimitras;feggari kalokerino;Greek;8.0;1981;6.473750000000001;419;
Cyprus;island;monika;Greek;6.0;1981;6.5329411764705885;420;
Switzerland;peter, sue & marc;io senza te;Italian;4.0;1981;5.578947368421052;421;
Sweden;björn skifs;fångad i en dröm;Swedish;10.0;1981;5.987619047619047;422;5Vu25xkAIliFJTMpkXHPGh
Portugal;doce;bem bom;Portuguese;13.0;1982;6.108181818181817;423;62WkgAUGyHe9sukQHVkXjT
Luxembourg;svetlana;cours après le temps;French;6.0;1982;5.667142857142856;424;
Norway;jahn teigen  & anita skorgan;adieu;Norwegian (title French);12.0;1982;5.241052631578946;425;4KJoSbhv7MrqZ8Sy2m1BSK
United Kingdom;bardo;one step further;English;7.0;1982;6.015294117647058;426;23MbJwSXJRfM8rwQ6RUdD5
Turkey;neco;hani?;Turkish;15.0;1982;5.975555555555556;427;7wNPjyXMRVJGwvVhESoY1y
Finland;kojo;nuku pommiin;Finnish;18.0;1982;5.833333333333333;428;22QZIocterk37fprjFNZXJ
Switzerland;arlette zola;amour on t'aime;French;3.0;1982;6.46705882352941;429;
Cyprus;anna vissi;mono i agapi;Greek;5.0;1982;6.553684210526315;430;2fBgBl0dSwiUAVHxG6LVat
Sweden;chips;dag efter dag;Swedish;8.0;1982;5.696363636363636;431;4aJ1AoiwjzsOxWqabRTJd3
Austria;mess;sonntag;German;9.0;1982;6.36642857142857;432;7a8TyFal3FyjJDAodWBVKl
Belgium;stella;si tu aimes ma musique;French;4.0;1982;6.5728;433;
Spain;lucía;él;Spanish;10.0;1982;6.3324;434;77yQUf0QOjjSsNn31KYmXu
Denmark;brixx;video, video;Danish;17.0;1982;6.555555555555556;435;3DVLhTPAXbi5n2Cw0QuHfp
Yugoslavia;aska;halo, halo;Serbian;14.0;1982;6.320000000000001;436;70cs9vc5AUTSS1QO4Q5jjp
Israel;avi toledano;hora;Hebrew;2.0;1982;6.268148148148146;437;6Pw55XhF8gJs53qDi23St2
Netherlands;bill van dijk;jij en ik;Dutch;16.0;1982;6.789999999999998;438;7oiB719anjkEsN2ZrVUcXq
Ireland;the duskeys;here today, gone tomorrow;English;11.0;1982;6.168695652173913;439;
Germany;nicole;ein bißchen frieden;German;1.0;1982;5.775588235294117;440;7JZHsMxhcaRKug5kA0DmDE
France;guy bonnet;vivre;French;8.0;1983;5.947500000000001;441;6G6Lj4fbS9obWHNdVAVNK8
Norway;jahn teigen;do re mi;Norwegian;9.0;1983;6.582352941176469;442;
United Kingdom;sweet dreams;i'm never giving up;English;6.0;1983;5.088181818181819;443;
Sweden;carola;främling;Swedish;3.0;1983;6.188695652173913;444;17zFOtbuquEAAxSttpfWWl
Italy;riccardo fogli;per lucia;Italian;11.0;1983;6.225714285714286;445;4ugTEPt6yJA38DKqlVTkcU
Turkey;çetin alp & the short waves;opera;Turkish;19.0;1983;6.130909090909091;446;11HeXVPrR4DgrDCNR2rjab
Spain;remedios amaya;¿quién maneja mi barca?;Spanish;19.0;1983;6.296666666666667;447;
Switzerland;mariella farré;io così non ci sto;Italian;15.0;1983;5.9830000000000005;448;
Finland;ami aspelund;fantasiaa;Finnish;11.0;1983;5.970384615384616;449;0LlNVRG3DsJNHBKZHuJ4tC
Greece;christie stassinopoulou;mou les;Greek;14.0;1983;5.787999999999999;450;
Netherlands;bernadette;sing me a song;Dutch (title English);7.0;1983;6.6693333333333324;451;
Yugoslavia;daniel;džuli;Montenegrin;4.0;1983;6.378461538461537;452;5UAhBZtfdgccV3nQGfyyWy
Cyprus;stavros & constantina;i agapi akoma zi;Greek;16.0;1983;4.9125;453;
Germany;hoffmann & hoffmann;rücksicht;German;5.0;1983;5.340000000000001;454;4RWtvWgiYDyZSoQXWS7Juz
Denmark;gry johansen;kloden drejer;Danish;17.0;1983;5.9813636363636355;455;1F7ROopxNvBTm296T7JZiM
Israel;ofra haza;khay;Hebrew;2.0;1983;6.080476190476191;456;7CatCiW8BrIXSDw7JS5ICg
Portugal;armando gama;esta balada que te dou;Portuguese;13.0;1983;6.131000000000001;457;
Austria;westend;hurricane;German (title English);9.0;1983;5.23;458;3Rfe8h9vtRWQshVakDMzuQ
Belgium;pas de deux;rendez-vous;Dutch (title French);18.0;1983;-1.0;459;5tz7JaIV4lUuyHvXSmKjmi
Luxembourg;corinne hermès;si la vie est cadeau;French;1.0;1983;6.325454545454544;460;5jSTQn4s1a7cDcjFXKA8V4
Sweden;herreys;diggi-loo diggi-ley;Swedish;1.0;1984;6.6375;461;4NzirQ4BrNkVaPEla2ipG4
Luxembourg;sophie carle;100% d'amour;French;10.0;1984;6.470588235294116;462;
France;annick thoumazeau;autant d'amoureux que d'étoiles;French;8.0;1984;6.224285714285713;463;
Spain;bravo;lady, lady;Spanish (title English);3.0;1984;6.276190476190475;464;
Norway;dollie de luxe;lenge leve livet;Norwegian;17.0;1984;5.797272727272727;465;30c8ivbhrT72iIl12Qj5wa
United Kingdom;belle & the devotions;love games;English;7.0;1984;5.957894736842105;466;
Cyprus;andy paul;anna maria lena;Greek;15.0;1984;6.530526315789475;467;
Belgium;jacques zegers;avanti la vie;French (title partly Italian);5.0;1984;6.080952380952381;468;2s0NUFo02OS4aOMBmjczQg
Ireland;linda martin;terminal 3;English;2.0;1984;5.611818181818181;469;213A3driYrjBdlYcHkCM1f
Denmark;hot eyes;det' lige det;Danish;4.0;1984;5.774814814814816;470;0UnZnsItiP5ZRnSPl2klcw
Netherlands;maribelle;ik hou van jou;Dutch;13.0;1984;5.747142857142857;471;5DeSdxlppND4LAS2OPK9sv
Yugoslavia;izolda & vlado;ciao, amore;Croatian (title Italian);18.0;1984;5.7817647058823525;472;2h6eIfniQU34WnXZ3AtC4c
Austria;anita;einfach weg;German;19.0;1984;4.882857142857142;473;
Germany;mary roos;aufrecht geh'n;German;13.0;1984;5.388333333333333;474;3StkH3LklHrkvDFEbn5k9g
Turkey;beş yıl önce on yıl sonra;halay;Turkish;12.0;1984;6.678333333333334;475;5u5OOrDtAOQP6mAaEgko3G
Finland;kirka;hengaillaan;Finnish;9.0;1984;5.8648;476;1yd8Y1K3dtaeq4T6y87Lun
Switzerland;rainy day;welche farbe hat der sonnenschein?;German;16.0;1984;6.223599999999999;477;
Italy;alice & franco battiato;i treni di tozeur;Italian (German);5.0;1984;6.514666666666667;478;7JBfJNlpw7WCKB9DxQOlU5
Portugal;maria guinot;silêncio e tanta gente;Portuguese;11.0;1984;6.074285714285716;479;
Ireland;maria christian;wait until the weekend comes;English;6.0;1985;6.480952380952381;480;3W7fbcyAPR7RG6keSrBGGl
Finland;sonja lumme;eläköön elämä;Finnish;9.0;1985;6.640909090909091;481;23rmSHMjt1L9JpnCoLOBj7
Cyprus;lia vissi;to katalava arga;Greek;16.0;1985;6.103636363636363;482;0mndNiNUJkIZ7UkaBT23tM
Denmark;hot eyes;sku' du spørg' fra no'en?;Danish;11.0;1985;6.458260869565218;483;7hatNMrDdTFpEa9zQp4kAm
Spain;paloma san basilio;la fiesta terminó;Spanish;14.0;1985;5.3500000000000005;484;4s67nu9JOgx9iUsVnYK4kO
France;roger bens;femme dans ses rêves aussi;French;10.0;1985;6.200625;485;1wlczVgzFWQ1fVcnTOs5ub
Turkey;mfö;didai didai dai;Turkish;14.0;1985;5.59529411764706;486;0Litu0mYDin8m4C6AEoCcj
Belgium;linda lepomme;laat me nu gaan;Dutch;19.0;1985;5.447058823529411;487;6UkYDk7TbcBfO4uorMksKd
Portugal;adelaide;penso em ti, eu sei;Portuguese;18.0;1985;4.622352941176471;488;4FGdRuhtMwWmQEtDizHSVu
Germany;wind;für alle;German;2.0;1985;6.258214285714286;489;4NI6vN6Et8rxGZMIgLyAhL
Israel;izhar cohen;olé, olé;Hebrew (title Spanish);5.0;1985;6.42;490;3RRTFerHqlDhPJ8scvn0um
Italy;al bano & romina power;magic oh magic;Italian (title English);7.0;1985;6.326428571428572;491;
Norway;bobbysocks!;la det swinge;Norwegian;1.0;1985;6.129444444444445;492;1D5JiCspnkQx8L57R3qpAb
United Kingdom;vikki;love is…;English;4.0;1985;6.1674999999999995;493;
Switzerland;mariella farré  & pino gasparini;piano, piano;German (title Italian);12.0;1985;6.570666666666666;494;
Sweden;kikki danielsson;bra vibrationer;Swedish;3.0;1985;6.171199999999999;495;0FSlaiuv4eBrrjz05jpxz6
Austria;gary lux;kinder dieser welt;German;8.0;1985;5.753793103448276;496;4MeBZoCY7TBtMUj3TXOnwx
Luxembourg;margo, franck olivier, chris roberts, malcolm roberts, ireen sheer  & diane solomon;children, kinder, enfants;French (English/German);13.0;1985;6.295813953488372;497;
Greece;takis biniaris;miazoume;Greek;16.0;1985;5.725625;498;
Luxembourg;sherisse laurence;l'amour de ma vie;French;3.0;1986;6.383076923076922;499;
Yugoslavia;doris dragović;željo moja;Croatian;11.0;1986;4.764285714285715;500;7rq1fTDmlVAydvC0gPE8E5
France;cocktail chic;européennes;French;17.0;1986;6.769473684210527;501;
Norway;ketil stokkan;romeo;Norwegian;12.0;1986;6.27225806451613;502;0HQOUiYrcwv9B1RVd7bZBJ
United Kingdom;ryder;runner in the night;English;7.0;1986;5.696923076923077;503;
Iceland;icy;gleðibankinn;Icelandic;16.0;1986;6.191764705882353;504;3weNErqCEDMrGvJySTPPNP
Netherlands;frizzle sizzle;alles heeft ritme;Dutch;13.0;1986;6.2036842105263155;505;7hAURct0R4epbUylPxNB0N
Turkey;klips ve onlar;halley;Turkish (French/ English/Italian);9.0;1986;6.738;506;5u5OOrDtAOQP6mAaEgko3G
Spain;cadillac;valentino;Spanish;10.0;1986;6.613636363636363;507;
Switzerland;daniela simmons;pas pour moi;French;2.0;1986;6.215909090909091;508;7yipL2ExEHgodu2hZ8fKbc
Israel;moti giladi & sarai tzuriel;yavo yom;Hebrew;19.0;1986;6.887692307692307;509;
Ireland;luv bug;you can count on me;English;4.0;1986;6.4057894736842105;510;
Belgium;sandra kim;j'aime la vie;French;1.0;1986;6.153;511;5opXus6JIe9UD94Qk24RYB
